"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
preveiatypeoth1_cf3d70,h_c_difficile_eip_only,,text,"Specify other EIA type:",,,,,,,"[prevfirstlinetype_ad2ad5] = '6'",y,,,,,
prevlinetypeoth1_968041,h_c_difficile_eip_only,,text,"Specify other test type:",,,,,,,"[prevfirstlinetype_ad2ad5] = '10'",y,,,,,
prevlinechoose1_f9e2ba,h_c_difficile_eip_only,,text,"Specify tests from which clients could choose:",,"Enter letters from choices above",,,,,"[prevfirstlinetype_ad2ad5] = '11'",y,,,,,
prevsecondlinetype_406be5,h_c_difficile_eip_only,,radio,"<div style=""width:100%; color:#FFF; background-color:#1569C7; padding:5px; position:relative; top:-5px; left:-5px;""><span style=""font-size: 10pt""><font face=""times"">Previous 2nd Line of Testing:</div>","1, A. EIA Toxin A and B|2, B. EIA for Toxin A only|3, C. EIA for Toxin B only|4, D. EIA Antigen (GDH)|5, E. EIA Toxin A/B and Antigen (Simultaneous testing)|6, F. EIA Other|7, G. Nucleic Acid Amplification (e.g. PCR, Illumigene, Luminex, Biofire)|8, H. Culture|9, I. Cytotoxin|10, J. Other|11, K. No one routine test; clients can order from among several tests|12, L. NONE (N/A)","Choose only one option for each line of testing",,,,,"[labtestchange_511fb5] = '1' && [prevfirstlinetype_ad2ad5] <> '12'",y,LV,,,,
preveiatypeoth2_042338,h_c_difficile_eip_only,,text,"Specify EIA other type:",,,,,,,"[prevsecondlinetype_406be5] = '6'",y,,,,,
prevlinetypeoth2_1a9fe8,h_c_difficile_eip_only,,text,"Specify other type:",,,,,,,"[prevsecondlinetype_406be5] = '10'",y,,,,,
prevlinechoose2_1f6ae7,h_c_difficile_eip_only,,text,"Specify tests from which clients could choose:",,"Enter letters from choices above",,,,,"[prevsecondlinetype_406be5] = '11'",y,,,,,
prevthirdlinetype_a08d10,h_c_difficile_eip_only,,radio,"<div style=""width:100%; color:#FFF; background-color:#1569C7; padding:5px; position:relative; top:-5px; left:-5px;""><span style=""font-size: 10pt""><font face=""times"">Previous 3rd Line of Testing:</div>","1, A. EIA Toxin A and B|2, B. EIA for Toxin A only|3, C. EIA for Toxin B only|4, D. EIA Antigen (GDH)|5, E. EIA Toxin A/B and Antigen (Simultaneous testing)|6, F. EIA Other|7, G. Nucleic Acid Amplification (e.g. PCR, Illumigene, Luminex, Biofire)|8, H. Culture|9, I. Cytotoxin|10, J. Other|11, K. No one routine test; clients can order from among several tests|12, L. NONE (N/A)","Choose only one option for each line of testing",,,,,"[labtestchange_511fb5] = '1' && [prevfirstlinetype_ad2ad5] <> '12' && [prevsecondlinetype_406be5] <> '12'",y,LV,,,,
preveiatypeoth3_b8673d,h_c_difficile_eip_only,,text,"Specify EIA other type:",,,,,,,"[prevthirdlinetype_a08d10] = '6'",y,,,,,
prevlinetypeoth3_55f070,h_c_difficile_eip_only,,text,"Specify other type:",,,,,,,"[prevthirdlinetype_a08d10] = '10'",y,,,,,
prevlinechoose3_c08143,h_c_difficile_eip_only,,text,"Specify tests from which clients could choose:",,"Enter letters from choices above",,,,,"[prevthirdlinetype_a08d10] = '11'",y,,,,,
prevsecondlinespec_2d3377,h_c_difficile_eip_only,,radio,"H6b. Which specimens were used during your <u>2nd line</u> of testing?","1, Positive by the 1st line of testing|2, Negative by the 1st line of testing|3, Specimens with discordant results (e.g. EIA +/GDH- or GDH+/EIA-)|4, All specimens","Choose one",,,,,"[labtestchange_511fb5] = '1' && [prevfirstlinetype_ad2ad5] <> '12' && [prevsecondlinetype_406be5] <> '12' ",y,LV,,,,
prevthirdlinespec_40f459,h_c_difficile_eip_only,,radio,"H6c. Which specimens were used during your <u>3rd line</u> of testing?","1, Positive by the 2nd line of testing|2, Negative by the 2nd line of testing|3, Specimens with discordant results (e.g. EIA +/GDH- or GDH+/EIA-)|4, All specimens","Choose one",,,,,"[labtestchange_511fb5] = '1' && [prevfirstlinetype_ad2ad5] <> '12' && [prevsecondlinetype_406be5] <> '12' && [prevthirdlinetype_a08d10] <> '12' ",y,LV,,,,
rejectpolicy_ced7bc,h_c_difficile_eip_only,"<p style=""font-size:1.5em;color:#6c1e1e;font-weight:bold;font-style:italic;text-align:center;padding-top:0px;padding-bottom:0px;margin-top:0px;margin-bottom:0px;"">9. LABORATORY POLICIES</p>",checkbox,"H9. Did your lab have a policy to reject stool specimens for <i>C. diff</i> testing in 2021? (Check all that apply)","1, Yes, when stools are formed (formed stools are defined as stools that do NOT take the shape of the container) | 2, Yes, if there is a stool specimen already positive within 24 hrs of a new stool specimen | 3, Yes, if there is a stool specimen already positive within 48 hrs of a new stool specimen | 4, Yes, if there is a stool specimen that tested negative for <i>C. difficile</i> within 48 hours of a new stool specimen | 5, Yes, will not accept more than one stool specimen in a 24 hr period | 6, No rejection policy | 7, Other rejection policies",,,,,,"[cdiffoffsite_b30c3e] > '1'",y,LV,,,,
rejectpolicyoth_bfdf0c,h_c_difficile_eip_only,,notes,"Specify other rejection policy:",,,,,,,"[rejectpolicy_ced7bc(7)] = '1'",y,LH,,,,
rejectpolicychange_74397d,h_c_difficile_eip_only,,radio,"H9a. Did your rejection policy for stool specimens change between January 1, 2021 and December 31, 2021?","1, Yes | 2, No",,,,,,"[cdiffoffsite_b30c3e] > '1'",y,RH,,,,
rejectchangedate_e1844e,h_c_difficile_eip_only,,text,"Date of rejection policy change:",,"If only the month and year are available, enter ""01"" as the day, i.e., 11/2020 enter as 11/01/2020",date_mdy,,,,"[rejectpolicychange_74397d] = '1'",y,,,,,
rejectchanges_f03c43,h_c_difficile_eip_only,,notes,"Specify changes:",,,,,,,"[rejectpolicychange_74397d] = '1'",y,LH,,,,
please_provide_the_number,h_c_difficile_eip_only,"<div class=""rich-text-field-label""><p style=""font-size: 1.5em; color: #6c1e1e; font-weight: bold; font-style: italic; text-align: center; padding-top: 0px; padding-bottom: 0px; margin-top: 0px; margin-bottom: 0px;"">10. TESTING CAPACITY</p></div>",descriptive,"<div class=""rich-text-field-label""><p>Please provide the <span style=""color: #e03e2d;"">number of stool samples POSITIVE</span> for <em>C.diff </em>and the <span style=""color: #236fa1;"">total number of stool samples TESTED</span> for <em>C. diff</em> for each month in 2021. These data are important for helping to understand trends in testing and positivity rates. <br /><br />If you would prefer, you may also upload a document with this information or email the information to mary.casey@state.co.us.</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
if_you_would_prefer_to_upl,h_c_difficile_eip_only,,file,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;""><em>If you would prefer to upload a document with these data, please do so by clicking the 'Upload File' link to the right.</em></span></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
jan,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <h4 style=""text-align: center;""><span style=""text-decoration: underline;"">January 2021</span></h4> </div></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
january_2020_number_of_c_d,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of C.diff <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
january_2020_total_number,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for C. diff</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
feb,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">February 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
february_2020_total_number,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
february_2020_total_number_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
mar,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">March 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
march_2020_total_number_of,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
march_2020_total_number_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
april_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">April 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
april_2020_total_number_of,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE </span>samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
april_2020_total_number_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
may_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">May 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
may_2020_total_number_of_c,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
may_2020_total_number_of_s,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
june_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">June 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
june_2020_total_number_of,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>June 2020: Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
june_2020_total_number_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
july_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">July 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
july_2020_total_number_of,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
july_2020_total_number_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
august_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">August 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
august_2020_total_number_o,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
august_2020_total_number_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED </span>for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
september_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">September 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
september_2020_total_numbe,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
september_2020_total_number,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
october_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">October 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
october_2020_total_number,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
october_2020_total_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
november_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">November 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
november_2020_total_number,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff</em> <span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
november_2020_total_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
december_2020,h_c_difficile_eip_only,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""text-decoration: underline;"">December 2021</span></h4></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
december_2020_total_number,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of <em>C.diff </em><span style=""color: #e03e2d;"">POSITIVE</span> samples</p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
december_2020_total_number_tested,h_c_difficile_eip_only,,text,"<div class=""rich-text-field-label""><p>Total number of stool samples <span style=""color: #236fa1;"">TESTED</span> for <em>C. diff</em></p></div>",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,RH,,,,
please_provide_any_additio,h_c_difficile_eip_only,,notes,"Please provide any additional comments about C.diff testing here:",,,,,,,"[cdiffoffsite_b30c3e] > '1'",,,,,,
note,k_influenza_and_rsv,"<table width=""100%""><tr><td bgcolor=""#7f7f7f""><p style=""text-align:center;color: white; font-size: 12pt; font-style: bold;margin-top:2px;margin-bottom:2px;padding-top:2px;padding-bottom:2px;font-family:'Geneva';letter-spacing: 1.5px;"">Influenza</p></td></tr></table>",descriptive,"Please note: The participant completing this section of the survey should have comprehensive knowledge of influenza and RSV testing methods used in your facility. ",,,,,,,"[lab_hosp_nm]= 0 OR 
[lab_hosp_nm]= 1 OR 
[lab_hosp_nm]= 2 OR
[lab_hosp_nm]= 4 OR
[lab_hosp_nm]= 5 OR
[lab_hosp_nm]= 7 OR
[lab_hosp_nm]= 9 OR
[lab_hosp_nm]= 10 OR
[lab_hosp_nm]= 11 OR
[lab_hosp_nm]= 12 OR
[lab_hosp_nm]= 13 OR
[lab_hosp_nm]= 15 OR
[lab_hosp_nm]= 16 OR
[lab_hosp_nm]= 17 OR
[lab_hosp_nm]= 19 OR
[lab_hosp_nm]= 20 OR
[lab_hosp_nm]= 21 OR
[lab_hosp_nm]= 22 OR
[lab_hosp_nm]= 23 OR
[lab_hosp_nm]= 24 OR
[lab_hosp_nm]= 25 OR
[lab_hosp_nm]= 26 OR
[lab_hosp_nm]= 27 OR
[lab_hosp_nm]= 28 OR
[lab_hosp_nm]= 29 OR
[lab_hosp_nm]= 30 OR
[lab_hosp_nm]= 31 OR
[lab_hosp_nm]= 32 OR
[lab_hosp_nm]= 33 OR
[lab_hosp_nm]= 34 OR
[lab_hosp_nm]= 35 OR
[lab_hosp_nm]= 37 OR
[lab_hosp_nm]= 38 OR
[lab_hosp_nm]= 39 OR
[lab_hosp_nm]= 40 OR
[lab_hosp_nm]= 41 OR
[lab_hosp_nm]= 42 OR
[lab_hosp_nm]= 43 OR
[lab_hosp_nm]= 44 OR
[lab_hosp_nm]= 46 OR
[lab_hosp_nm]= 48 OR
[lab_hosp_nm]= 50 OR
[lab_hosp_nm]= 51 OR
[lab_hosp_nm]= 52 OR
[lab_hosp_nm]= 53 OR
[lab_hosp_nm]= 54 OR
[lab_hosp_nm]= 57 OR
[lab_hosp_nm]= 58 OR
[lab_hosp_nm]= 59 OR
[lab_hosp_nm]= 60 OR
[lab_hosp_nm]= 61 OR
 [lab_hosp_nm]= 62 OR
[lab_hosp_nm]= 63 OR
[lab_hosp_nm]= 64 OR
[lab_hosp_nm]= 65 OR
[lab_hosp_nm]= 66 OR
[lab_hosp_nm]= 67 OR
[lab_hosp_nm]= 69 OR
[lab_hosp_nm]= 70 OR
[lab_hosp_nm]= 71 OR
[lab_hosp_nm]= 72 OR
[lab_hosp_nm]= 74 OR
[lab_hosp_nm]= 77 OR
[lab_hosp_nm]= 78 OR
[lab_hosp_nm]= 79 OR
[lab_hosp_nm]= 80 OR
[lab_hosp_nm]= 82 OR
[lab_hosp_nm]= 83 OR
[lab_hosp_nm]= 84 OR
[lab_hosp_nm]= 85 OR
[lab_hosp_nm]= 86 OR
[lab_hosp_nm]= 87 OR
[lab_hosp_nm]= 90 OR
[lab_hosp_nm]= 91 OR
[lab_hosp_nm]= 92 OR
[lab_hosp_nm]= 93 OR
[lab_hosp_nm]= 94 OR
[lab_hosp_nm]= 95 OR
[lab_hosp_nm]= 96 OR
[lab_hosp_nm]= 97 OR
[lab_hosp_nm]= 98",,,,,,
